action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2116789,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL272585,,CHEMBL272585,6.70,0,http://www.openphacts.org/units/Nanomolar,697551,=,1,1,=,,IC50,nM,,199.53,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.7
,,2116790,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cc2c(C#Cc3cccc(F)c3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL258263,,CHEMBL258263,7.00,0,http://www.openphacts.org/units/Nanomolar,697550,=,1,1,=,,IC50,nM,,100.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.0
,,2116791,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cc2c(C#Cc3ccccc3F)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL258262,,CHEMBL258262,5.80,0,http://www.openphacts.org/units/Nanomolar,697549,=,1,1,=,,IC50,nM,,1584.89,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.8
,,2116792,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(N)=O)cc2c(C#Cc2ccsc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL405018,,CHEMBL405018,7.30,0,http://www.openphacts.org/units/Nanomolar,697548,=,1,1,=,,IC50,nM,,50.12,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.3
,,2116793,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(N)=O)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257314,,CHEMBL257314,7.10,0,http://www.openphacts.org/units/Nanomolar,697547,=,1,1,=,,IC50,nM,,79.43,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.1
,,2116794,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(N)=O)cc2c(C#Cc2ccccc2F)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257313,,CHEMBL257313,6.30,0,http://www.openphacts.org/units/Nanomolar,697546,=,1,1,=,,IC50,nM,,501.19,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.3
,,2116795,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3cccnc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257504,,CHEMBL257504,5.80,0,http://www.openphacts.org/units/Nanomolar,697545,=,1,1,=,,IC50,nM,,1584.89,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.8
,,2116796,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccsc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL438156,,CHEMBL438156,8.10,0,http://www.openphacts.org/units/Nanomolar,697544,=,1,1,=,,IC50,nM,,7.943,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,8.1
,,2116797,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccccc3F)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL403327,,CHEMBL403327,6.50,0,http://www.openphacts.org/units/Nanomolar,697543,=,1,1,=,,IC50,nM,,316.23,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.5
,,2116798,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccc(F)cc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255747,,CHEMBL255747,6.40,0,http://www.openphacts.org/units/Nanomolar,697542,=,1,1,=,,IC50,nM,,398.11,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.4
,,2116799,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccc(Cl)cc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255748,,CHEMBL255748,,0,http://www.openphacts.org/units/Nanomolar,697541,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116800,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccc(C(F)(F)F)cc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255749,,CHEMBL255749,,0,http://www.openphacts.org/units/Nanomolar,697540,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116801,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3ccc(C#N)cc3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL404278,,CHEMBL404278,,0,http://www.openphacts.org/units/Nanomolar,697539,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116802,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3cccc(C#N)c3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL402082,,CHEMBL402082,8.50,0,http://www.openphacts.org/units/Nanomolar,697538,=,1,1,=,,IC50,nM,,3.162,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,8.5
,,2116803,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257322,,CHEMBL257322,6.70,0,http://www.openphacts.org/units/Nanomolar,697537,=,1,1,=,,IC50,nM,,199.53,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.7
,,2116804,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1cc2c(C#Cc3cccc(Cl)c3)nc(C)cn2c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255402,,CHEMBL255402,7.70,0,http://www.openphacts.org/units/Nanomolar,697536,=,1,1,=,,IC50,nM,,19.95,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.7
,,2116805,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C#N)cc2c(C#Cc2ccsc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL403390,,CHEMBL403390,9.40,0,http://www.openphacts.org/units/Nanomolar,697535,=,1,1,=,,IC50,nM,,0.3981,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,9.4
,,2116806,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C#N)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL408041,,CHEMBL408041,7.80,0,http://www.openphacts.org/units/Nanomolar,697534,=,1,1,=,,IC50,nM,,15.85,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.8
,,2116807,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C#N)cc2c(C#Cc2cccc(F)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257880,,CHEMBL257880,9.10,0,http://www.openphacts.org/units/Nanomolar,697533,=,1,1,=,,IC50,nM,,0.7943,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,9.1
,,2116808,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C#N)cc2c(C#Cc2ccccc2F)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL257879,,CHEMBL257879,8.50,0,http://www.openphacts.org/units/Nanomolar,697532,=,1,1,=,,IC50,nM,,3.162,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,8.5
,,2116809,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3ccsc3)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL270399,,CHEMBL270399,5.30,0,http://www.openphacts.org/units/Nanomolar,697531,=,1,1,=,,IC50,nM,,5011.87,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.3
,,2116810,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3ccoc3)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL256213,,CHEMBL256213,5.00,0,http://www.openphacts.org/units/Nanomolar,697530,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.0
,,2116811,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3c(C)noc3C)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL256422,,CHEMBL256422,,0,http://www.openphacts.org/units/Nanomolar,697529,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116812,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cnn(C)c3)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL403008,,CHEMBL403008,,0,http://www.openphacts.org/units/Nanomolar,697528,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116813,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccsc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL272800,,CHEMBL272800,8.00,0,http://www.openphacts.org/units/Nanomolar,697527,=,1,1,=,,IC50,nM,,10.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,8.0
,,2116814,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cnoc3)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL270633,,CHEMBL270633,6.10,0,http://www.openphacts.org/units/Nanomolar,697526,=,1,1,=,,IC50,nM,,794.33,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.1
,,2116815,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cn[nH]c3)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL271273,,CHEMBL271273,,0,http://www.openphacts.org/units/Nanomolar,697525,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116816,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccs2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL428426,,CHEMBL428426,7.20,0,http://www.openphacts.org/units/Nanomolar,697524,=,1,1,=,,IC50,nM,,63.1,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.2
,,2116817,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccoc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL401869,,CHEMBL401869,7.30,0,http://www.openphacts.org/units/Nanomolar,697523,=,1,1,=,,IC50,nM,,50.12,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.3
,,2116818,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cncn2C)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL402328,,CHEMBL402328,,0,http://www.openphacts.org/units/Nanomolar,697522,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116819,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccnc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL272362,,CHEMBL272362,6.30,0,http://www.openphacts.org/units/Nanomolar,697521,=,1,1,=,,IC50,nM,,501.19,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.3
,,2116820,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccn2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL406954,,CHEMBL406954,7.30,0,http://www.openphacts.org/units/Nanomolar,697520,=,1,1,=,,IC50,nM,,50.12,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.3
,,2116821,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccncc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL401977,,CHEMBL401977,7.10,0,http://www.openphacts.org/units/Nanomolar,697519,=,1,1,=,,IC50,nM,,79.43,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.1
,,2116822,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(NS(C)(=O)=O)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255530,,CHEMBL255530,,0,http://www.openphacts.org/units/Nanomolar,697518,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116823,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(N(C)C)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL256875,,CHEMBL256875,,0,http://www.openphacts.org/units/Nanomolar,697517,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116824,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(C#N)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL401981,,CHEMBL401981,,0,http://www.openphacts.org/units/Nanomolar,697516,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116825,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(C(F)(F)F)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL428771,,CHEMBL428771,,0,http://www.openphacts.org/units/Nanomolar,697515,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116826,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(Cl)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL404279,,CHEMBL404279,5.70,0,http://www.openphacts.org/units/Nanomolar,697514,=,1,1,=,,IC50,nM,,1995.26,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.7
,,2116827,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(F)cc2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255958,,CHEMBL255958,7.00,0,http://www.openphacts.org/units/Nanomolar,697513,=,1,1,=,,IC50,nM,,100.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,7.0
,,2116828,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(F)cc2F)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL429128,,CHEMBL429128,,0,http://www.openphacts.org/units/Nanomolar,697512,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116829,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2C(F)(F)F)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL271028,,CHEMBL271028,,0,http://www.openphacts.org/units/Nanomolar,697511,<,1,1,>,,IC50,nM,,15848.93,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.8
,,2116830,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2Cl)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL404681,,CHEMBL404681,5.30,0,http://www.openphacts.org/units/Nanomolar,697510,=,1,1,=,,IC50,nM,,5011.87,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,5.3
,,2116831,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2F)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL403607,,CHEMBL403607,6.90,0,http://www.openphacts.org/units/Nanomolar,697509,=,1,1,=,,IC50,nM,,125.89,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.9
,,2116832,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C(=O)OC(C)(C)C)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255204,,CHEMBL255204,,0,http://www.openphacts.org/units/Nanomolar,697508,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116833,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C(=O)O)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255206,,CHEMBL255206,,0,http://www.openphacts.org/units/Nanomolar,697507,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
,,2116834,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1cccc(C#Cc2nc(C)cn3cc(C(F)(F)F)cc23)c1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL255205,,CHEMBL255205,6.10,0,http://www.openphacts.org/units/Nanomolar,697506,=,1,1,=,,IC50,nM,,794.33,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,6.1
,,2116835,[],CHEMBL934506,Antagonist activity at human mGluR5 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(NS(C)(=O)=O)c2)n1,,,CHEMBL1143100,Bioorg Med Chem Lett,2008,,CHEMBL407707,,CHEMBL407707,,0,http://www.openphacts.org/units/Nanomolar,697505,<,1,1,>,,IC50,nM,,12589.25,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,pIC50,,UO_0000065,,4.9
